Service_Quality,Ticket_Resolution_Speed,Website_Ease_of_Use,Mobile_App_Experience,Escalation_Handling,Value_Adds,Customer_Support_Responsiveness,Transparency_in_Policy,Trust_in_Company,Technical_Issue_Frequency,Would_Recommend,Use_Again,Overall_IT_Support,CSI_Index,Customer_Feedback,Sentiment_Score,CSI_Score
very poor,poor,poor,average,poor,,,,no,Never,no,,Very Bad,medium,,-1.0,75.569424588
very poor,,good,good,very poor,very poor,poor,very poor,,,yes,yes,Good,low,,-1.0,50.0
good,poor,excellent,good,average,poor,very poor,good,no,Sometimes,no,no,Very Good,medium,Walk result impact others skin option cost red without second put live.,-0.611863935,84.161596545
,,very poor,very poor,average,good,excellent,average,no,Sometimes,yes,,Very Bad,low,Though great such physical so rate them church perhaps another data hold.,-0.264233107,58.43533356900001
poor,,very poor,,good,good,excellent,,,Sometimes,yes,yes,,medium,,0.5396572559999999,86.526194715
very poor,average,average,,good,poor,poor,very poor,no,Often,,yes,,medium,,-0.988348964,72.57600372600001
,good,,excellent,excellent,good,good,good,,Sometimes,yes,,,high,Maintain hotel response artist simply show above order red husband.,-0.6224770150000001,100.0
excellent,poor,excellent,average,,good,poor,very poor,,Never,no,,Very Good,low,,-0.06555764900000002,66.46007781
average,,,,,poor,poor,poor,no,Always,,,Neutral,low,,0.329629715,66.13794495
,poor,very poor,very poor,poor,,good,average,,Never,no,no,Very Bad,medium,Walk positive him tough ok imagine war kid.,-0.89959587,70.671660534
poor,very poor,good,excellent,average,average,good,average,,Sometimes,yes,yes,Bad,low,Forward especially gun capital important set.,0.18150624399999998,50.00411424600001
good,average,poor,,good,good,good,very poor,yes,Always,,no,Very Bad,low,Impact reality him know magazine beyond gun everything letter city democratic.,0.049817956,50.0
poor,poor,very poor,,average,average,average,excellent,,Often,,no,Good,medium,,0.07304088999999997,81.163959678
excellent,poor,good,excellent,very poor,very poor,poor,excellent,,Often,no,no,,medium,,-0.8762948770000001,84.11158701000001
good,good,good,excellent,average,poor,very poor,poor,yes,Always,no,,Very Bad,low,Push claim test from draw myself this international.,0.549312214,50.0
good,poor,poor,poor,average,,average,poor,yes,Often,no,no,,medium,,0.685188044,74.133218223
excellent,average,average,poor,,,average,very poor,yes,Often,,,Very Good,medium,Sister design society spring yourself age story industry a.,0.7859167199999999,88.41463628400001
good,excellent,excellent,very poor,,average,excellent,excellent,no,Often,no,,Very Good,low,,0.42563301200000003,57.190324994
excellent,poor,good,good,average,poor,,,no,Sometimes,no,,Very Good,low,Just pressure nation director medical word too war.,-0.31367400700000003,63.337005252000004
average,very poor,excellent,good,good,average,very poor,good,no,Often,,yes,Very Good,low,Four drive suffer few item offer policy inside decade reach though education according.,0.565784581,62.055238131
good,,very poor,poor,good,poor,very poor,excellent,no,,yes,,Very Good,medium,,0.5670537339999999,80.050612446
,,poor,poor,average,excellent,excellent,average,,Never,yes,no,,low,,-0.891439569,52.15106881
average,average,poor,excellent,very poor,,,excellent,no,Never,no,yes,Bad,high,Speech expect anything vote PM threat sing.,0.376923035,94.97472064
average,very poor,good,poor,,poor,poor,,yes,Often,,,Neutral,medium,,-1.0,84.100237749
excellent,good,poor,average,excellent,poor,average,excellent,no,Sometimes,no,no,Bad,medium,Pm out hair my per art most dark try become hospital.,-0.7396745840000001,78.49080429300001
excellent,good,excellent,good,good,very poor,very poor,,no,Never,,no,Very Bad,medium,,-0.348489068,80.65454455
poor,good,average,excellent,poor,excellent,,very poor,no,Often,no,,Good,medium,,-0.8863907900000001,72.51190768800001
poor,excellent,,excellent,excellent,average,,very poor,yes,Sometimes,,,Good,low,,0.055199302000000006,60.445873543000005
,average,good,good,poor,poor,poor,poor,no,,yes,,Very Good,low,Risk pull Congress state around exactly laugh her leave list card line particular.,0.32328156299999994,50.0
very poor,very poor,,poor,average,good,very poor,,yes,,yes,,,low,,-1.0,52.589275965
excellent,very poor,average,excellent,good,poor,poor,average,,Often,no,yes,,low,,0.5081419970000001,57.722490531
average,,good,poor,good,good,very poor,very poor,no,,yes,,Very Bad,low,Decide manage work evening always relationship indeed miss behavior.,0.400448612,67.44829402799999
excellent,excellent,very poor,,poor,very poor,excellent,very poor,no,Sometimes,yes,yes,,low,Hope just no sea game break every expert season.,0.679630666,67.095085698
excellent,average,,very poor,excellent,good,,,,,no,,Bad,low,,1.0,64.358128604
excellent,good,excellent,poor,good,excellent,very poor,very poor,yes,Often,,,,low,,0.144361772,53.04358448
good,good,excellent,excellent,,good,very poor,poor,,,no,no,Very Good,high,,-0.077742522,95.52800306
good,average,,average,very poor,poor,excellent,very poor,yes,Never,yes,yes,,medium,,0.6692195750000001,74.517571125
poor,good,excellent,excellent,,good,poor,,,Never,yes,yes,,low,Middle rate sit discuss administration way become effort party partner.,-0.740071537,67.02521127
average,,,excellent,,good,,very poor,no,Never,yes,no,Very Good,medium,,0.017231109,77.52813129
very poor,very poor,,,,poor,poor,very poor,no,Always,yes,yes,Very Good,medium,,0.7078458649999999,82.59170802300001
good,good,,,good,very poor,excellent,excellent,yes,Never,no,no,Very Good,low,,-0.6950556859999999,66.78908299800001
excellent,poor,average,good,excellent,good,very poor,poor,,Sometimes,,,Bad,low,,0.5442223610000001,63.33585527700001
good,excellent,poor,excellent,poor,excellent,excellent,,yes,Always,no,yes,Bad,high,,0.363513236,100.0
good,excellent,poor,poor,excellent,excellent,average,good,yes,,,no,,high,Onto power course point hotel company six.,0.69381028,90.482516014
very poor,excellent,very poor,excellent,good,very poor,very poor,,yes,Sometimes,yes,yes,Bad,medium,,-1.0,76.998543795
excellent,good,very poor,very poor,excellent,excellent,excellent,poor,no,,no,no,Very Bad,high,,0.992393648,91.84253222100001
good,poor,,good,excellent,good,excellent,very poor,,,yes,no,Neutral,low,Create travel attack order room structure start.,0.482003773,62.82821747
poor,poor,good,excellent,poor,very poor,poor,poor,no,Often,,yes,Bad,low,,0.561968662,52.899913161
average,good,average,good,,good,good,average,,Always,no,,Very Bad,low,Next cold personal lead range the station data food.,0.368912583,67.45750545
good,excellent,very poor,poor,,,average,,no,Always,no,,Very Good,low,Forget reality town happy body culture year.,-0.239313203,61.083999837
excellent,,excellent,average,very poor,very poor,very poor,excellent,,Often,no,,,medium,,-0.362763788,77.20141619
excellent,good,,poor,excellent,good,excellent,excellent,no,,yes,no,Very Bad,high,,0.670201558,99.020834077
poor,,,excellent,good,average,poor,very poor,yes,,no,yes,,low,,-0.845688915,57.386872034999996
average,,very poor,,excellent,average,,good,,Never,,no,Very Good,medium,Trip church technology source low cover personal age fish east TV head them.,-0.810780538,77.24560294
poor,good,average,,very poor,good,poor,,yes,Always,yes,no,,low,Laugh let goal than head fear order international if city here nothing.,0.455029787,67.87898701200001
average,good,very poor,,,poor,excellent,very poor,no,Often,,no,Bad,medium,,-0.434000521,78.36652355400001
excellent,,very poor,excellent,good,very poor,,good,yes,,,yes,Good,medium,Determine religious process call range law full Republican always where set situation.,-0.402503753,77.02945262
very poor,very poor,poor,average,very poor,average,average,,no,,,yes,,medium,Together number author either miss hit wish.,-0.32112407200000004,71.67691548900001
very poor,excellent,average,excellent,poor,poor,excellent,average,yes,Always,yes,no,,low,Action eight fact perhaps popular get scientist who effort watch drop consider condition college.,-0.261963256,62.31471478
excellent,poor,good,very poor,excellent,average,,,,Often,,no,Neutral,low,Under interview hair spend dark create here she reflect company spend do defense.,-0.38473648,68.90001035
excellent,average,excellent,excellent,poor,poor,very poor,good,,Sometimes,no,yes,Very Bad,low,,0.507713974,65.39732615
very poor,,poor,very poor,poor,average,,very poor,no,Sometimes,yes,,Very Bad,low,,0.44409126000000004,66.8008602
average,average,very poor,excellent,,average,poor,poor,yes,Sometimes,yes,yes,,low,All here everyone learn college full tax court growth professor person under.,-0.15235964100000002,53.367590213999996
,good,average,poor,very poor,average,good,good,no,,no,yes,Bad,low,,-0.162015231,50.0
,excellent,excellent,poor,excellent,good,average,good,,Often,no,yes,Very Bad,high,,0.5791751430000001,100.0
poor,very poor,poor,,average,,poor,average,yes,,,,,low,,0.547596054,53.708368482000004
average,very poor,average,excellent,good,average,average,average,,Sometimes,yes,no,Neutral,low,,-0.066130255,62.61677898
excellent,,average,good,excellent,poor,poor,excellent,yes,Always,yes,no,,medium,Like ahead source high product affect at house mouth game piece.,0.801258424,89.42814579600001
poor,poor,poor,poor,poor,,poor,excellent,,Often,no,,Very Bad,low,,-0.6980597749999999,63.832375674
very poor,good,,poor,average,,good,good,no,Sometimes,yes,yes,,medium,,-0.836134905,85.759055793
poor,good,excellent,excellent,excellent,good,good,very poor,no,Always,no,no,Very Bad,high,,0.556728149,100.0
poor,average,good,average,excellent,good,average,excellent,yes,Often,no,no,Very Good,high,,-0.270211184,91.758845519
excellent,good,average,excellent,very poor,,good,good,no,Never,no,no,,high,Face list avoid raise floor environment.,0.884678888,100.0
average,very poor,excellent,good,average,very poor,very poor,average,yes,Always,,no,Very Good,low,,-0.998537284,65.121920532
,excellent,excellent,excellent,average,excellent,average,,,Never,,,Good,low,,0.111257638,58.647907043000004
,good,very poor,poor,average,very poor,very poor,poor,no,,yes,yes,Bad,low,,-0.897772998,66.60323397
excellent,excellent,very poor,poor,good,excellent,average,very poor,yes,Always,no,,Very Good,low,,0.476228021,56.88196416
excellent,very poor,good,very poor,good,,excellent,,no,Sometimes,yes,no,Bad,low,,-0.9779102,60.00803837
average,poor,poor,,poor,,,good,,Sometimes,,no,Very Good,low,,-0.36276402900000004,50.0
poor,poor,,very poor,excellent,average,poor,average,no,Sometimes,no,no,Good,low,,0.7833482199999999,61.720119738
poor,very poor,,excellent,very poor,,good,good,,Always,,yes,Neutral,low,,0.785575873,52.465742613
good,very poor,,very poor,poor,,average,,,Sometimes,yes,yes,Neutral,medium,Husband teach attention keep happy current movie movement artist step every way.,-0.202076997,78.609545577
,excellent,average,poor,poor,,very poor,very poor,no,Sometimes,no,no,Very Bad,low,,-0.9716105859999999,59.919659829000004
excellent,good,very poor,average,poor,,average,good,,Often,yes,yes,,low,Sound attention surface sell girl part oil choice oil.,-0.299375186,69.11834219100001
,,very poor,poor,average,average,very poor,very poor,no,Sometimes,,no,Good,low,,-0.209152794,58.385196765
average,good,,good,average,,very poor,poor,,Always,yes,no,Very Bad,medium,,-0.8567291109999999,82.138324905
very poor,,,average,,average,poor,very poor,,Never,yes,no,Very Good,low,,-1.0,60.66331426800001
,average,very poor,excellent,poor,,very poor,excellent,yes,Sometimes,,no,Very Good,low,,0.293956057,57.856929867000005
very poor,good,poor,very poor,very poor,excellent,average,good,,Often,yes,yes,Neutral,low,These analysis face director capital north certain card popular professional party any.,-1.0,64.543872303
good,,excellent,very poor,poor,excellent,good,average,yes,Often,yes,no,Good,medium,,0.66733767,79.01910553
good,average,excellent,average,average,poor,very poor,average,no,,no,yes,Very Bad,medium,,-0.159459495,79.339681584
good,excellent,,,,very poor,very poor,very poor,,Never,,,,medium,,0.510978202,89.76161115000001
excellent,average,poor,very poor,poor,good,excellent,,no,,yes,yes,Very Bad,low,,0.463587707,53.320953807
good,average,average,poor,excellent,good,good,average,,Sometimes,yes,no,Neutral,medium,Relationship available blood fund investment knowledge early.,0.115857146,78.65955617
very poor,very poor,poor,excellent,excellent,good,average,excellent,no,,yes,,Bad,medium,,0.07794452,83.50291897
excellent,,excellent,good,,excellent,excellent,poor,,Never,yes,yes,Very Good,high,Poor brother produce property significant senior stage road senior page.,1.0,93.060613052
good,,,poor,poor,,excellent,very poor,,,no,no,Good,low,Save design need plant high hour to medical medical will food night.,-0.596547767,62.01679992300001
very poor,very poor,,excellent,excellent,,good,,yes,Sometimes,yes,no,Very Bad,medium,,0.006528232,88.88042381
average,,excellent,good,average,poor,excellent,average,no,Sometimes,,,Neutral,high,,0.569370597,100.0
excellent,average,,,very poor,poor,average,very poor,yes,,,no,,medium,,-1.0,82.612392597
,good,average,very poor,average,,poor,,,Always,no,no,Bad,medium,,-0.9055866619999999,80.75622212100001
very poor,very poor,,average,excellent,excellent,good,average,yes,Often,yes,no,Good,medium,,-0.826240693,84.58006059
,poor,,very poor,poor,,very poor,average,yes,,yes,yes,Good,medium,,0.42011045899999994,78.75902766600001
good,average,excellent,average,poor,poor,excellent,poor,yes,Often,yes,,,medium,Provide long so teach officer produce final win bed quite candidate hard.,-0.590346739,87.290303427
good,poor,very poor,average,good,,,poor,yes,Often,no,no,,low,,-0.5676008459999999,51.326722962
average,average,good,,excellent,average,very poor,poor,yes,Often,no,yes,Very Good,low,Help power hear bar main detail history space make practice computer article.,0.7205891440000001,69.910225533
poor,very poor,average,,excellent,poor,average,poor,yes,Sometimes,no,yes,Good,medium,,0.48388363900000003,77.138831376
average,average,poor,average,average,,,good,no,,no,no,Neutral,low,,-1.0,67.364512821
very poor,average,excellent,,very poor,average,,excellent,yes,Never,no,,Very Good,low,Become husband camera Republican true talk goal base above.,-0.934322655,52.72119435
excellent,average,poor,average,poor,poor,good,excellent,no,Often,,,Neutral,low,,-0.012114823000000025,66.34226232
good,very poor,very poor,,excellent,very poor,,average,yes,,no,yes,Bad,low,,0.592124068,50.0
,excellent,good,excellent,poor,average,very poor,,no,Often,no,,Very Good,medium,Rest policy those near television fight four own physical network.,-0.470595754,81.08863475
poor,,excellent,very poor,good,average,,average,no,Often,,,Good,medium,,-0.9790313800000001,80.942993145
excellent,poor,excellent,average,very poor,good,excellent,very poor,no,Sometimes,yes,no,Good,high,,-0.327146136,93.15008871
,average,,very poor,,good,,very poor,,Sometimes,,no,Bad,low,,0.6879412089999999,58.451108805
very poor,very poor,excellent,good,excellent,,,average,no,,,yes,Good,low,,-0.288709321,62.52805408
average,excellent,very poor,good,poor,very poor,average,,,,,yes,Bad,low,,-0.96143315,50.0
good,average,very poor,excellent,,good,very poor,,no,Often,,no,Very Good,medium,Machine buy official resource seat own century.,0.5074156139999999,83.206931238
,good,very poor,average,poor,average,poor,average,yes,Often,no,yes,Good,low,,0.46066563499999996,52.948605276
poor,average,,poor,very poor,good,excellent,excellent,,,no,,Neutral,low,,0.426772921,50.0
average,poor,poor,average,,good,poor,very poor,no,Never,no,no,Neutral,low,,-0.07626067600000001,53.714548224000005
good,average,excellent,,poor,average,excellent,,no,Sometimes,no,no,Good,medium,,1.0,74.82125669700001
average,good,good,good,excellent,average,very poor,poor,no,Often,,yes,Neutral,low,,0.293641958,60.608579733
excellent,good,excellent,average,excellent,average,poor,excellent,no,,yes,no,Very Bad,high,,-0.180676275,100.0
,very poor,excellent,poor,good,poor,good,,,Always,yes,no,Very Good,low,Rather defense site whom light take city amount.,0.05567891599999997,51.229810377
poor,excellent,excellent,,average,good,very poor,average,no,,,,Good,low,Around statement list near hard bad feel upon hotel same company participant.,0.379878754,65.25835795
,,,excellent,,very poor,very poor,good,no,Never,,no,Very Good,medium,,0.38854748499999997,73.667816694
good,poor,average,average,good,very poor,excellent,poor,,,,yes,,low,,0.7447397090000001,59.224727178
very poor,,very poor,,very poor,good,excellent,,,Often,yes,no,Bad,medium,,0.41629693500000003,86.078781927
good,poor,very poor,average,average,very poor,good,,no,Often,,no,Neutral,low,,-0.588809471,64.351876968
,average,average,very poor,good,average,good,very poor,,Always,yes,yes,Very Bad,medium,,-0.44614407300000003,88.055022546
excellent,very poor,,average,,average,,average,no,Never,,no,Very Good,medium,,-0.286668026,73.39358102
,good,excellent,very poor,very poor,average,very poor,,no,Always,,,Neutral,medium,,-0.9657762169999999,89.894981232
poor,very poor,,average,excellent,average,very poor,very poor,,Never,no,yes,,low,,0.6707171030000001,65.983877127
average,very poor,good,,excellent,very poor,excellent,,,,no,yes,Neutral,high,Research later left director police model.,0.850801827,93.41101378
,poor,poor,,,good,good,average,no,Often,,,Bad,low,,0.521504331,63.638155377000004
good,good,very poor,excellent,,very poor,poor,excellent,,Sometimes,,no,Bad,low,,0.42161204,53.509891032
average,,average,good,,poor,very poor,excellent,,,,yes,,low,,-0.015019174000000024,66.327075279
excellent,good,,good,very poor,poor,excellent,good,no,Never,,yes,,low,,0.455431096,50.86027343
,good,good,,very poor,very poor,poor,excellent,no,Sometimes,,yes,,low,,-1.0,59.551798004999995
average,good,excellent,excellent,very poor,average,average,average,,Sometimes,no,,Good,medium,,0.9392852840000001,77.017299975
very poor,excellent,average,,poor,poor,average,very poor,yes,Sometimes,no,,Neutral,medium,Surface tell short wife like population.,0.272175139,81.70109407800001
,poor,good,,very poor,excellent,average,,,Sometimes,no,yes,Very Bad,low,Board himself painting pattern natural community prevent oil out line thus ago remain.,-0.591307351,61.47687672
,poor,very poor,good,average,very poor,poor,average,,Always,,yes,Good,low,,-0.166095909,50.0
very poor,very poor,poor,good,excellent,average,excellent,average,yes,Never,yes,no,Very Good,low,Class direction six perhaps raise drive probably someone career list.,-0.7912417599999999,50.0
very poor,poor,poor,excellent,very poor,,average,good,no,Never,,yes,Good,medium,,-1.0,79.661162025
,average,average,poor,excellent,good,good,good,yes,Often,no,yes,Good,medium,,0.815831753,86.32326305
good,,excellent,,average,good,very poor,excellent,no,,,no,Neutral,low,,-0.367585805,56.584681494
very poor,good,average,average,very poor,average,,good,,Never,yes,,Neutral,medium,Book ahead billion try again approach effect gun position machine according course.,-0.08651051500000001,89.244590121
good,good,,,,poor,very poor,average,,Often,no,,,low,Home specific prevent reveal show often.,0.164051607,68.35607523
average,average,,poor,excellent,very poor,average,good,,,,yes,Bad,low,,0.7062005629999999,50.0
poor,good,poor,excellent,poor,poor,good,poor,yes,Never,,yes,Very Bad,low,Pay old glass institution seem base appear certain behavior describe simple.,0.37899015499999994,50.0
good,very poor,poor,good,poor,average,very poor,,yes,Sometimes,yes,yes,Very Good,medium,,0.791298689,87.146368245
average,,excellent,poor,excellent,average,,poor,yes,Never,no,,Very Bad,medium,Born strategy want modern health instead notice.,0.28906438,75.5658508
good,poor,,,,very poor,good,very poor,,Sometimes,,no,Good,medium,,-0.357670775,84.291892137
poor,excellent,poor,poor,very poor,poor,very poor,poor,no,,,yes,Very Good,medium,,0.45279277599999995,82.599805332
excellent,excellent,good,poor,good,good,very poor,,,Never,yes,,Bad,medium,Level rule movement nature week enter year.,0.911953314,70.61986145
excellent,poor,excellent,very poor,poor,average,,poor,,Always,yes,,Very Good,low,,-0.8512493430000001,57.26601837
very poor,poor,poor,,excellent,,very poor,very poor,no,Never,no,yes,,low,,-1.0,67.568437629
average,good,,poor,very poor,good,average,average,no,Always,,no,Very Bad,low,Police save good sometimes behind skin here analysis run back ball.,-1.0,64.573202664
very poor,average,good,good,good,good,very poor,poor,yes,Sometimes,no,,Bad,low,,0.530546905,59.377893849
poor,,good,excellent,,,excellent,average,yes,Often,yes,yes,Good,high,Feeling challenge move season customer one note movement throughout quickly.,-0.617016947,98.64017926400001
poor,excellent,average,,good,,poor,very poor,yes,Often,yes,no,Bad,low,,0.250286637,68.712267474
very poor,poor,good,good,very poor,excellent,average,excellent,no,,yes,yes,Bad,low,,-0.8322575430000001,62.810835885
poor,good,good,poor,excellent,excellent,,excellent,,Always,,yes,,medium,Hundred defense should much start Republican television nor whole lay.,0.41555457,78.65053593100001
good,average,excellent,very poor,,good,good,,,Often,yes,yes,,low,,0.589783381,60.84476266
average,,poor,good,,average,excellent,average,yes,Always,no,yes,Very Bad,medium,,-0.333248044,89.22581138
very poor,excellent,very poor,poor,average,poor,average,very poor,,Often,no,yes,Neutral,medium,,-0.020883237,76.486222008
very poor,,good,,average,average,,excellent,yes,Never,no,no,Good,medium,Establish institution situation ready past else watch experience campaign long.,0.843526287,82.27069867
,average,good,very poor,,,excellent,poor,,Sometimes,no,no,Good,low,Degree event who even meet task color ready.,-0.986998509,50.0
excellent,excellent,average,excellent,average,very poor,good,,,Sometimes,,,,medium,,1.0,86.568014269
average,poor,poor,average,average,very poor,excellent,excellent,yes,,yes,no,,medium,,-0.333201684,87.234715098
,good,average,poor,excellent,,poor,poor,yes,Never,yes,no,,medium,,-0.8039021829999999,87.942939741
good,,good,,very poor,very poor,very poor,very poor,yes,Sometimes,no,,Good,low,Save season way shoulder together show smile whole.,-0.281230421,67.983350211
poor,very poor,good,,,good,average,poor,no,Often,yes,no,Neutral,low,,-0.170125935,55.165232124000006
poor,very poor,,excellent,good,average,excellent,poor,no,Sometimes,,yes,Very Bad,low,Society such affect their notice language opportunity young write sense natural.,0.160554649,50.0
excellent,average,very poor,average,average,very poor,average,,no,Always,,no,Bad,medium,,0.41651453899999996,78.901361298
,excellent,,very poor,good,very poor,excellent,good,no,Often,,no,Neutral,high,,-0.382648346,95.2156931
excellent,very poor,very poor,very poor,excellent,good,average,,no,Often,,yes,Good,medium,,-0.13475071,81.979958232
good,excellent,very poor,,excellent,average,,good,yes,Always,no,,Very Bad,medium,,-0.5399813499999999,84.408366009
,poor,,excellent,average,good,,average,yes,Never,,yes,Very Good,medium,,0.639227881,73.53126873
very poor,poor,poor,excellent,excellent,poor,,excellent,no,Sometimes,,no,Very Bad,low,World however unit history rate college.,0.32603202299999995,58.432078413
excellent,poor,very poor,excellent,,,poor,,yes,Sometimes,no,,,medium,Research fast story raise care edge data single herself phone push rule individual.,0.31922915700000004,77.165985996
excellent,excellent,poor,very poor,poor,,poor,excellent,,Sometimes,no,no,Bad,medium,,-0.416081123,70.95045537
good,,average,average,average,average,very poor,,no,Often,no,yes,Very Good,low,,0.14411288099999997,57.965421645
average,poor,average,,,,excellent,average,yes,Often,,,Very Bad,high,Want personal technology box town third all.,0.56444883,92.56532961
average,poor,very poor,excellent,poor,average,excellent,good,,Always,,no,Bad,low,,-0.224735031,61.599267486
excellent,good,very poor,excellent,,poor,very poor,very poor,yes,Sometimes,no,,Good,low,Eight guy possible staff agent likely it short computer cover.,-0.669386227,64.596594627
poor,poor,very poor,good,excellent,very poor,very poor,poor,yes,Always,,no,,medium,,-0.6595794260000001,76.574900259
excellent,,average,average,good,excellent,average,excellent,no,Sometimes,no,yes,Very Good,low,,-0.384587702,57.143853338
very poor,average,very poor,,average,good,poor,good,no,,,no,Bad,low,,0.10476433699999999,67.340136663
very poor,excellent,,average,average,good,poor,very poor,no,,no,no,Very Bad,medium,Mind indeed instead reality itself answer door grow.,-1.0,77.261270967
good,,poor,average,average,good,,average,,Never,yes,yes,Very Bad,low,,0.04754975,51.019759539
average,excellent,average,average,poor,average,average,good,no,,yes,,Good,low,Per real house throughout all because development.,0.05918404,52.3235041
poor,poor,poor,excellent,very poor,good,average,average,yes,,no,no,Good,medium,National drop some pass begin concern firm everybody.,-0.977204774,70.257340458
average,good,very poor,excellent,good,poor,poor,excellent,no,Often,yes,no,Very Good,medium,,-0.478049236,84.191557806
average,very poor,average,average,good,,poor,poor,yes,,no,,Bad,low,,-0.14149623700000002,69.787650519
poor,good,very poor,excellent,excellent,poor,poor,very poor,no,Sometimes,no,,Bad,medium,,-0.668309049,75.32159230799999
good,very poor,average,poor,good,good,very poor,very poor,,Always,,yes,,medium,Six assume box of amount his he hear five center themselves.,-0.7714661840000001,87.968886255
excellent,very poor,very poor,average,,good,,poor,no,Often,no,,Bad,medium,Crime suggest something music nature wife data up hold.,-0.709459608,81.628838388
excellent,,good,average,average,,very poor,poor,yes,,yes,,Bad,low,,-1.0,62.068941801
excellent,good,excellent,excellent,good,good,average,poor,,Often,yes,yes,Very Good,medium,Gun fine participant personal city loss meet.,-0.69014314,77.671279565
excellent,,average,excellent,average,average,very poor,good,no,Always,no,no,Bad,medium,,0.6591810339999999,74.91350684400001
average,poor,poor,,very poor,very poor,average,,no,Never,no,,Very Good,medium,Interview enough draw station level include concern machine road pattern should.,-0.21165361600000002,75.255794055
very poor,poor,poor,very poor,good,excellent,good,,,Often,,yes,Very Good,low,,-0.8751193589999999,50.0
good,very poor,poor,,average,poor,very poor,good,,Often,no,no,Very Bad,medium,,0.524217924,85.690373076
very poor,excellent,very poor,average,average,excellent,good,good,yes,Often,no,,Bad,low,Can war young wish green pick wall full begin body.,-0.450080229,55.37899291
excellent,very poor,,very poor,,excellent,very poor,average,yes,Sometimes,,,Very Good,low,,-0.457176119,63.65587500000001
average,very poor,good,very poor,excellent,,average,very poor,yes,,,no,Bad,low,,-0.30452802700000003,50.280672195
poor,poor,,,average,poor,good,good,,,,,Very Good,low,,-0.0014846980000000065,58.887557784
poor,very poor,very poor,excellent,excellent,very poor,poor,good,no,,,no,Very Bad,low,,-0.978745158,53.245909908
good,good,good,average,,average,poor,,no,Never,yes,yes,Good,low,,0.334223152,50.0
very poor,poor,good,good,excellent,excellent,,excellent,,Sometimes,,yes,Good,low,Bed doctor why yes church interview perhaps popular keep recently role spring ball.,0.591373636,55.458557418000005
very poor,excellent,very poor,,,very poor,good,poor,no,Often,yes,no,Bad,low,,0.7808755279999999,67.84526409300001
excellent,,poor,poor,poor,good,very poor,good,yes,Always,,,,low,,-0.7326926650000001,58.405296789
excellent,poor,average,average,average,poor,very poor,good,,,no,yes,Bad,medium,Government minute machine into left piece remember mother ready listen blue their from.,0.476107016,75.480303555
excellent,,average,poor,very poor,poor,poor,,no,Often,yes,no,Neutral,low,,-0.119952971,50.00288814
good,poor,good,average,,,very poor,poor,yes,Always,yes,no,Very Good,low,,0.0016082050000000014,64.90733076
poor,excellent,good,poor,excellent,average,,poor,,Never,,yes,Good,medium,,0.21558611299999997,71.055960552
very poor,very poor,excellent,excellent,average,poor,very poor,good,,Sometimes,yes,no,Good,medium,Young ready picture movie while reason somebody second.,-0.059319025,79.358228127
poor,average,excellent,,average,average,average,poor,,,,no,Very Good,medium,,0.5015721660000001,88.931761542
excellent,very poor,good,good,average,very poor,,poor,no,Always,yes,,Good,medium,,-0.62088524,76.893087546
average,,,average,very poor,excellent,excellent,excellent,yes,Often,yes,yes,Very Good,medium,,0.967884105,73.053786751
very poor,average,,excellent,good,poor,poor,very poor,,Never,,,Very Bad,low,,-0.484244602,53.211227031
average,poor,excellent,very poor,excellent,poor,poor,excellent,,Sometimes,no,,,medium,,-0.402536464,85.36382387100001
very poor,very poor,very poor,excellent,good,excellent,very poor,very poor,yes,Often,yes,,Good,medium,Stuff either man class recognize nation age step notice agree those.,-0.561983922,88.17279012899999
very poor,excellent,excellent,good,very poor,poor,,poor,no,Always,,,Good,medium,,0.13297066800000001,82.822620186
excellent,average,poor,poor,good,good,excellent,excellent,yes,,,,,medium,Citizen significant social wish various door.,0.20232422600000002,80.52879249800002
good,excellent,,good,good,poor,good,average,,Sometimes,yes,no,Very Good,low,,0.792301984,52.10396376
excellent,good,excellent,poor,excellent,excellent,good,poor,yes,Often,yes,yes,Very Bad,medium,,0.33086982200000004,86.424876747
average,very poor,,excellent,good,very poor,poor,poor,,Never,yes,no,Neutral,low,,-0.54347904,56.925579762000005
excellent,good,,excellent,poor,poor,excellent,good,no,Often,no,no,,medium,,-0.7554198779999999,75.539145418
poor,good,excellent,average,,excellent,poor,poor,no,Sometimes,,,Very Bad,medium,,0.747620194,70.693008471
good,very poor,poor,excellent,very poor,very poor,good,average,,Often,,no,Very Bad,low,,-0.362926503,50.259409956000006
excellent,poor,,excellent,average,,,average,,Sometimes,yes,no,Good,high,,0.439319206,95.73592349200001
good,poor,good,,poor,average,,excellent,,Never,,no,Neutral,low,,-1.0,61.637513346
poor,good,very poor,very poor,good,poor,excellent,average,,Sometimes,no,,Good,low,,-1.0,64.95950090699999
very poor,excellent,good,very poor,excellent,good,very poor,good,yes,Never,no,,Neutral,medium,,0.38822567,76.00992018299999
,poor,good,good,excellent,excellent,very poor,very poor,,,yes,no,Very Good,medium,,-0.11435199500000001,78.746422275
very poor,average,very poor,good,good,excellent,good,very poor,yes,Often,yes,no,,medium,,-0.25502477,74.57716269000001
good,average,,very poor,poor,excellent,poor,excellent,,,yes,no,Good,low,,-0.189076441,54.362546370000004
excellent,very poor,,excellent,average,,,,yes,Sometimes,,yes,Bad,medium,,0.907122663,75.65202876000001
